Project ID,Report Date,Number of Tasks Completed,Number of Tasks In Progress,Number of Delayed Tasks,Daily Progress Percentage
PRJ_255,2023-01-21,6,6,0,7.79
PRJ_255,2023-01-22,8,7,0,9.42
PRJ_256,2023-01-18,0,8,0,2.67
PRJ_256,2023-01-19,3,10,0,5.2
PRJ_256,2023-01-20,5,9,0,8.27
PRJ_256,2023-01-21,7,7,0,11.0
PRJ_256,2023-01-22,11,5,0,13.07
PRJ_257,2023-01-18,0,3,0,1.33
PRJ_257,2023-01-19,2,3,0,2.33
PRJ_257,2023-01-20,2,8,0,3.25
PRJ_257,2023-01-21,3,12,0,5.42
PRJ_257,2023-01-22,4,12,0,8.62
PRJ_258,2023-01-18,0,3,0,1.33
PRJ_258,2023-01-19,2,2,0,2.33
PRJ_258,2023-01-20,2,7,0,2.83
PRJ_258,2023-01-21,3,9,0,4.7
PRJ_258,2023-01-22,3,11,0,6.89
PRJ_259,2023-01-18,0,3,0,1.0
PRJ_259,2023-01-19,1,5,0,2.0
PRJ_259,2023-01-20,2,9,0,3.37
PRJ_259,2023-01-21,3,9,0,5.64
PRJ_259,2023-01-22,4,11,0,7.92
PRJ_260,2023-01-18,0,5,0,1.67
PRJ_260,2023-01-19,2,5,0,3.33
PRJ_260,2023-01-20,3,6,0,4.83
PRJ_260,2023-01-21,5,6,0,6.5
PRJ_260,2023-01-22,6,6,0,8.03
PRJ_261,2023-01-19,0,7,0,2.33
PRJ_261,2023-01-20,3,7,0,4.67
PRJ_261,2023-01-21,4,8,0,6.87
PRJ_261,2023-01-22,7,7,0,9.4
PRJ_262,2023-01-19,0,4,0,1.67
PRJ_262,2023-01-20,2,5,0,3.0
PRJ_262,2023-01-21,3,7,0,4.5
PRJ_262,2023-01-22,4,9,0,6.4
PRJ_263,2023-01-19,0,6,0,1.33
PRJ_263,2023-01-20,1,8,0,3.2
PRJ_263,2023-01-21,3,7,0,5.73
PRJ_263,2023-01-22,5,7,0,7.74
PRJ_264,2023-01-19,0,4,0,1.67
PRJ_264,2023-01-20,2,6,0,3.0
PRJ_264,2023-01-21,3,7,0,4.92
PRJ_264,2023-01-22,4,9,0,6.96
PRJ_265,2023-01-19,0,5,0,1.33
PRJ_265,2023-01-20,1,6,0,2.73
PRJ_265,2023-01-21,3,6,0,4.47
PRJ_265,2023-01-22,3,8,0,6.07
PRJ_266,2023-01-19,0,6,0,1.67
PRJ_266,2023-01-20,2,5,0,3.67
PRJ_266,2023-01-21,3,7,0,5.2
PRJ_266,2023-01-22,6,5,0,7.19
PRJ_267,2023-01-19,0,8,0,3.33
PRJ_267,2023-01-20,4,4,0,6.0
PRJ_267,2023-01-21,6,4,0,7.33
PRJ_267,2023-01-22,8,4,0,8.67
PRJ_268,2023-01-19,0,5,0,2.33
PRJ_268,2023-01-20,2,5,0,4.0
PRJ_268,2023-01-21,5,5,0,5.67
PRJ_268,2023-01-22,5,9,0,7.33
PRJ_269,2023-01-19,0,5,0,1.33
PRJ_269,2023-01-20,1,7,0,3.0
PRJ_269,2023-01-21,3,7,0,5.17
PRJ_269,2023-01-22,5,6,0,7.17
PRJ_270,2023-01-19,0,4,0,1.67
PRJ_270,2023-01-20,2,4,0,3.0
PRJ_270,2023-01-21,3,7,0,4.33
PRJ_270,2023-01-22,4,9,0,6.46
PRJ_271,2023-01-19,0,6,0,2.67
PRJ_271,2023-01-20,3,4,0,4.67
PRJ_271,2023-01-21,5,5,0,5.87
PRJ_271,2023-01-22,6,5,0,7.32
PRJ_272,2023-01-19,0,5,0,2.0
PRJ_272,2023-01-20,2,5,0,3.67
PRJ_272,2023-01-21,4,6,0,5.33
PRJ_272,2023-01-22,5,6,0,7.07
PRJ_273,2023-01-19,0,6,0,1.92
PRJ_273,2023-01-20,2,9,0,3.83
PRJ_273,2023-01-21,3,8,0,6.37
PRJ_273,2023-01-22,6,5,0,8.57
PRJ_274,2023-01-19,0,5,0,2.0
PRJ_274,2023-01-20,2,7,0,3.67
PRJ_274,2023-01-21,4,7,0,5.87
PRJ_274,2023-01-22,5,9,0,7.74
PRJ_275,2023-01-20,0,6,0,3.0
PRJ_275,2023-01-21,4,3,0,5.0
PRJ_275,2023-01-22,5,2,0,5.87
PRJ_276,2023-01-20,0,2,0,1.33
PRJ_276,2023-01-21,2,0,0,2.0
PRJ_276,2023-01-22,2,2,0,2.0
PRJ_277,2023-01-20,0,4,0,1.25
PRJ_277,2023-01-21,1,7,0,2.5
PRJ_277,2023-01-22,2,7,0,4.53
PRJ_278,2023-01-20,0,5,0,0.67
PRJ_278,2023-01-21,1,6,0,2.2
PRJ_278,2023-01-22,1,9,0,4.07
PRJ_279,2023-01-20,0,5,0,2.33
PRJ_279,2023-01-21,3,5,0,4.0
PRJ_279,2023-01-22,4,7,0,5.53
PRJ_280,2023-01-20,0,4,0,1.0
PRJ_280,2023-01-21,1,5,0,2.2
PRJ_280,2023-01-22,2,5,0,3.6
PRJ_281,2023-01-20,0,4,0,2.0
PRJ_281,2023-01-21,2,5,0,3.33
PRJ_281,2023-01-22,4,5,0,5.0
PRJ_282,2023-01-20,0,5,0,2.0
PRJ_282,2023-01-21,2,5,0,3.67
PRJ_282,2023-01-22,4,5,0,5.33
PRJ_283,2023-01-20,0,5,0,1.0
PRJ_283,2023-01-21,1,6,0,2.45
PRJ_283,2023-01-22,2,6,0,4.1
PRJ_284,2023-01-20,0,5,0,2.0
PRJ_284,2023-01-21,2,6,0,3.67
PRJ_284,2023-01-22,4,6,0,5.67
PRJ_285,2023-01-20,0,5,0,2.33
PRJ_285,2023-01-21,2,6,0,4.0
PRJ_285,2023-01-22,5,4,0,5.75
PRJ_286,2023-01-20,0,6,0,2.25
PRJ_286,2023-01-21,2,8,0,4.17
PRJ_286,2023-01-22,4,8,0,6.67
PRJ_287,2023-01-20,0,4,0,1.0
PRJ_287,2023-01-21,1,4,0,2.2
PRJ_287,2023-01-22,2,4,0,3.4
PRJ_288,2023-01-20,0,4,0,1.67
PRJ_288,2023-01-21,2,6,0,3.0
PRJ_288,2023-01-22,3,5,0,4.87
PRJ_289,2023-01-21,0,4,0,1.17
PRJ_289,2023-01-22,1,5,0,2.28
PRJ_290,2023-01-21,0,5,0,2.33
PRJ_290,2023-01-22,3,4,0,4.0
PRJ_291,2023-01-21,0,5,0,2.0
PRJ_291,2023-01-22,2,4,0,3.67
PRJ_292,2023-01-21,0,4,0,1.0
PRJ_292,2023-01-22,0,6,0,2.33
PRJ_293,2023-01-21,0,5,0,1.58
PRJ_293,2023-01-22,2,6,0,3.17
PRJ_294,2023-01-21,0,6,0,1.33
PRJ_294,2023-01-22,2,7,0,3.2
PRJ_295,2023-01-21,0,4,0,2.0
PRJ_295,2023-01-22,2,4,0,3.33
PRJ_296,2023-01-21,0,4,0,1.67
PRJ_296,2023-01-22,2,4,0,3.0
PRJ_297,2023-01-21,0,6,0,0.92
PRJ_297,2023-01-22,0,7,0,2.83
PRJ_298,2023-01-21,0,6,0,2.67
PRJ_298,2023-01-22,4,5,0,4.67
PRJ_299,2023-01-21,0,5,0,2.0
PRJ_299,2023-01-22,2,5,0,3.67
PRJ_300,2023-01-21,0,5,0,2.0
PRJ_300,2023-01-22,3,3,0,3.67
PRJ_301,2023-01-21,0,5,0,2.67
PRJ_301,2023-01-22,3,5,0,4.33
PRJ_302,2023-01-21,0,3,0,0.0
PRJ_302,2023-01-22,0,5,0,1.0
PRJ_303,2023-01-21,0,4,0,1.33
PRJ_303,2023-01-22,1,7,0,2.67
PRJ_304,2023-01-22,0,4,0,1.0
PRJ_305,2023-01-22,0,4,0,2.67
PRJ_306,2023-01-22,0,5,0,1.33
PRJ_307,2023-01-22,0,3,0,1.0
PRJ_308,2023-01-22,0,2,0,0.33
PRJ_309,2023-01-22,0,1,0,0.0
PRJ_310,2023-01-22,0,5,0,1.67
PRJ_311,2023-01-22,0,5,0,2.0
PRJ_312,2023-01-22,0,5,0,2.67
PRJ_313,2023-01-22,0,5,0,1.58
PRJ_314,2023-01-22,0,7,0,2.0
PRJ_315,2023-01-22,0,8,0,1.17
PRJ_316,2023-01-22,0,5,0,1.67
PRJ_317,2023-01-22,0,4,0,1.58
